"GO.ID" "Term" "Annotated" "Significant" "Enrichment" "Fisher.pvalue" "FDR" "genes"
"125" "GO:1901654" "response to ketone" 102 13 3.27455919395466 "0.00015" 0.00741212121212121 "ADCY8, PARP1, CPS1, DUSP1, EGFR, GNRH1, NR3C1, NME1, SFRP1, THBS1, TYMS, GNG2, FOXP2"
"126" "GO:0048839" "inner ear development" 89 12 3.46820809248555 "0.00016" 0.00774970297029703 "HES1, ROR1, ATP8B1, ZIC1, NTN1, ATP8A2, CDH23, ADGRV1, LRIG3, TTC39C, SLC17A8, FREM2"
"127" "GO:0071363" "cellular response to growth factor stimu..." 379 30 2.03389830508475 "0.00016" 0.00774970297029703 "PARP1, CPS1, EGFR, NR3C1, NR4A1, HPGD, HES1, ID1, CCN1, KDR, MT1G, MT3, PCSK6, PDE3A, PDE8A, PRKD1, SFRP1, SOX5, SOX11, THBS1, CLDN5, TWIST1, FLRT2, SOSTDC1, DKK3, LEF1, SULF2, SMOC2, SPRY4, WFIKKN2"
"128" "GO:0051241" "negative regulation of multicellular org..." 453 34 1.92853091321611 "0.00017" 0.00799653846153846 "ABAT, BCL2, BCL6, BRINP1, EGFR, EPHA7, FGF13, HES1, ID1, ID2, MEIS1, MT3, NME1, ENPP1, SERPINE2, PROS1, RGS2, SFRP1, SOX11, THBS1, CLDN5, TWIST1, SEMA3B, SEMA5A, CD83, NTN1, PROCR, SOSTDC1, LEF1, ADAMTS9, DOCK5, STARD13, PRTG, RSPO2"
"129" "GO:0042127" "regulation of cell population proliferat..." 785 51 1.66939443535188 "0.00017" 0.00799653846153846 "ADARB1, ATF3, BCL2, BCL6, CLDN3, EGFR, ELN, FABP6, FBLN1, GLUL, GNRH1, GRK5, NR4A1, HPGD, HES1, ID1, ID2, IGFBP2, CCN1, KDR, MEIS1, NME1, PBX1, SERPINE2, PLAG1, PRKD1, PRLR, SFRP1, SIX3, SOX11, THBS1, CLDN5, TPM1, TWIST1, BTG2, HMGA2, NCK2, IRS2, ALDH1A2, SEMA5A, NTN1, TOX, VAV3, NES, DDAH1, LEF1, ATP8A2, SULF2, PBXIP1, BRIP1, ATOH8"
"130" "GO:0055080" "cation homeostasis" 344 28 2.09111277072442 "0.00017" 0.00799653846153846 "ADCY8, BCL2, CACNB2, CNGB1, DMXL1, EGFR, LPAR4, MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, PDK4, PRKD1, RYR2, SLC30A1, AKAP6, HEPH, SLC12A6, NEDD4L, CDH23, GPR157, SLC24A4, SLC39A12, ATP13A5"
"131" "GO:0010959" "regulation of metal ion transport" 177 18 2.61248185776488 "0.00018" 0.00822953271028038 "ACTN2, BCL2, CACNA1D, CACNB2, FGF13, GEM, KCNN2, MYLK, SERPINE2, PRKD1, PTPN3, RYR2, SLC30A1, AKAP6, GPD1L, NEDD4L, KCNIP1, AHNAK"
"132" "GO:0048878" "chemical homeostasis" 588 41 1.7911751856706 "0.00018" 0.00822953271028038 "ABCA2, ADCY8, PARP1, BCL2, CACNB2, CNGB1, CPS1, DMXL1, EGFR, LPAR4, KDR, LEPR, MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, NME1, PDK4, ENPP1, PRKD1, PTPN3, RBP1, RYR2, SLC30A1, IRS2, AKAP6, HEPH, SLC12A6, GPD1L, NEDD4L, ANGPTL4, CDH23, GPR157, HKDC1, SLC24A4, SLC39A12, ATP13A5"
"133" "GO:0045765" "regulation of angiogenesis" 132 15 2.91828793774319 "0.00018" 0.00822953271028038 "GLUL, KDR, ENPP2, PRKD1, SFRP1, THBS1, CLDN5, TWIST1, HMGA2, SEMA5A, DDAH1, ANGPTL4, ADAMTS9, SMOC2, SLC39A12"
"134" "GO:0006935" "chemotaxis" 276 24 2.23463687150838 "0.00019" 0.00837369369369369 "RHOH, DUSP1, EPHA7, NR4A1, CCN1, ANOS1, KDR, LAMA3, ENPP2, PRKD1, RARRES2, THBS1, SEMA3B, KALRN, SEMA5A, NRXN3, NTN1, VAV3, PALLD, FLRT2, LEF1, SMOC2, CMTM7, UNC5B"
"135" "GO:0048566" "embryonic digestive tract development" 15 5 8.62068965517241 "0.00019" 0.00837369369369369 "ID2, RARRES2, SOX11, ALDH1A2, STRA6"
"136" "GO:0050819" "negative regulation of coagulation" 15 5 8.62068965517241 "0.00019" 0.00837369369369369 "ABAT, SERPINE2, PROS1, THBS1, PROCR"
"137" "GO:2001026" "regulation of endothelial cell chemotaxi..." 15 5 8.62068965517241 "0.00019" 0.00837369369369369 "KDR, PRKD1, THBS1, SEMA5A, SMOC2"
"138" "GO:0042330" "taxis" 277 24 2.22634508348794 "0.00020" 0.00865840707964602 "RHOH, DUSP1, EPHA7, NR4A1, CCN1, ANOS1, KDR, LAMA3, ENPP2, PRKD1, RARRES2, THBS1, SEMA3B, KALRN, SEMA5A, NRXN3, NTN1, VAV3, PALLD, FLRT2, LEF1, SMOC2, CMTM7, UNC5B"
"139" "GO:0006873" "cellular ion homeostasis" 312 26 2.14168039538715 "0.00020" 0.00865840707964602 "ADCY8, BCL2, CACNB2, CNGB1, DMXL1, LPAR4, MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, ENPP1, PRKD1, RYR2, SLC30A1, AKAP6, HEPH, NEDD4L, CDH23, GPR157, SLC24A4, SLC39A12, ATP13A5"
"141" "GO:0010721" "negative regulation of cell development" 105 13 3.17848410757946 "0.00021" 0.00901157894736842 "BRINP1, EPHA7, FBLN1, FGF13, HES1, ID1, MT3, SOX11, SEMA3B, SEMA5A, NTN1, SPRY4, PRTG"
"142" "GO:0008283" "cell population proliferation" 938 58 1.58860586140783 "0.00022" 0.00935860869565217 "ADARB1, ATF3, BCL2, BCL6, COL8A2, CLDN3, EGFR, ELN, EMX2, MECOM, FABP6, FBLN1, FGF13, GLUL, GNRH1, GRK5, NR4A1, HPGD, HES1, ID1, ID2, IGFBP2, CCN1, KDR, LEPR, MEIS1, NME1, PBX1, SERPINE2, PLAG1, PRKD1, PRLR, SFRP1, SIX3, SOX5, SOX11, THBS1, CLDN5, TPM1, TWIST1, BTG2, HMGA2, NCK2, IRS2, ALDH1A2, SEMA5A, NTN1, TOX, VAV3, NES, DDAH1, LEF1, ATP8A2, SULF2, PBXIP1, BRIP1, ATOH8, LMNTD1"
"143" "GO:0044092" "negative regulation of molecular functio..." 575 40 1.78731009830206 "0.00023" 0.00969965517241379 "A2M, ABCA2, ACTN2, ADARB1, RHOH, BICD1, DUSP1, GEM, NR4A1, HES1, ID1, ID2, ID3, ANOS1, LEPR, LY6H, MT3, GADD45B, SERPINE2, PKIB, PROS1, RGS2, SFRP1, SOX11, THBS1, TWIST1, HMGA2, IRS2, NES, NEDD4L, DKK3, SPOCK3, ANGPTL4, LEF1, TAOK3, ZFYVE28, SPRY4, ADGRV1, LYPD1, WFIKKN2"
"145" "GO:0030334" "regulation of cell migration" 481 35 1.86965811965812 "0.00025" 0.0104529914529915 "ADARB1, RHOH, BCL2, CLDN3, DUSP1, EGFR, GLUL, GNRH1, CCN1, KDR, LAMA3, MYLK, ENPP2, SERPINE2, PRKD1, RARRES2, SFRP1, THBS1, CLDN5, TPM1, SEMA3B, PIK3R3, IRS2, SEMA5A, NTN1, FLRT2, LEF1, ADAMTS9, SHTN1, SMOC2, DOCK5, WNT5B, ATOH8, FRMD5, STARD13"
"146" "GO:0048592" "eye morphogenesis" 94 12 3.27868852459016 "0.00027" 0.011007 "BCL2, COL8A2, FAT1, MEIS1, RPE65, SIX3, SOX11, TWIST1, ATP8A2, TENM3, STRA6, OLFM3"
"147" "GO:0060048" "cardiac muscle contraction" 68 10 3.77358490566038 "0.00027" 0.011007 "CACNA1D, CACNB2, FGF13, GSN, KCNN2, RGS2, RYR2, TPM1, GPD1L, NEDD4L"
"148" "GO:1903522" "regulation of blood circulation" 108 13 3.09523809523809 "0.00027" 0.011007 "CACNA1D, CACNB2, EGFR, FGF13, KCNN2, RGS2, RYR2, TACR3, TPM1, CELF2, GPD1L, KCNMB4, DOCK5"
"149" "GO:0050768" "negative regulation of neurogenesis" 81 11 3.49206349206349 "0.00028" 0.0113203305785124 "BRINP1, EPHA7, FGF13, HES1, ID1, MT3, SOX11, SEMA3B, SEMA5A, NTN1, PRTG"
"150" "GO:0040008" "regulation of growth" 392 30 1.96592398427261 "0.00029" 0.0116285245901639 "BCL2, BCL6, EGFR, EPHA7, FGF13, IGFBP2, MEIS1, MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, MUSK, ENPP1, SERPINE2, RGS2, SFRP1, SEMA3B, HMGA2, SEMA5A, NTN1, AKAP6, RIMS2, NEDD4L, ATP8A2, SHTN1, CPNE5"
"151" "GO:0048568" "embryonic organ development" 217 20 2.36686390532544 "0.00030" 0.0118354838709677 "HES1, ID2, ID3, CCN1, KDR, PBX1, RARRES2, RYR2, SIX3, SOX11, TWIST1, ZIC1, ALDH1A2, NTN1, NES, LEF1, ATP8A2, STRA6, LRIG3, TTC39C"
"152" "GO:0099537" "trans-synaptic signaling" 374 29 1.99175824175824 "0.00030" 0.0118354838709677 "ABAT, ADARB1, ADCY8, AMPH, CACNA1E, CACNB2, EGFR, GABRA3, GABRG3, GLUL, GRID2, GRIK1, NR4A1, IL1RAP, KCNQ3, MME, SERPINE2, SLC6A1, SLC30A1, PPFIA2, PDLIM4, DGKI, DLGAP1, RIMS2, SLC12A6, ERC2, KCNMB4, CNIH3, SLC17A8"
"154" "GO:0098754" "detoxification" 69 10 3.71747211895911 "0.00031" 0.012035873015873 "MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, SLC30A1, TXNRD2"
"155" "GO:0051961" "negative regulation of nervous system de..." 82 11 3.44827586206897 "0.00031" 0.012035873015873 "BRINP1, EPHA7, FGF13, HES1, ID1, MT3, SOX11, SEMA3B, SEMA5A, NTN1, PRTG"
"156" "GO:0051606" "detection of stimulus" 83 11 3.40557275541796 "0.00035" 0.0132728682170543 "ABCA4, PARP1, CNGB1, SERPINE2, RPE65, RYR2, HMGA2, KCNMB4, ATP8A2, ADGRV1, SLC24A4"
"157" "GO:0055076" "transition metal ion homeostasis" 83 11 3.40557275541796 "0.00035" 0.0132728682170543 "MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, SLC30A1, HEPH, SLC39A12"
"158" "GO:0070848" "response to growth factor" 396 30 1.94678780012979 "0.00035" 0.0132728682170543 "PARP1, CPS1, EGFR, NR3C1, NR4A1, HPGD, HES1, ID1, CCN1, KDR, MT1G, MT3, PCSK6, PDE3A, PDE8A, PRKD1, SFRP1, SOX5, SOX11, THBS1, CLDN5, TWIST1, FLRT2, SOSTDC1, DKK3, LEF1, SULF2, SMOC2, SPRY4, WFIKKN2"
"159" "GO:0030003" "cellular cation homeostasis" 306 25 2.09907640638119 "0.00036" 0.0135470769230769 "ADCY8, BCL2, CACNB2, CNGB1, DMXL1, LPAR4, MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, PRKD1, RYR2, SLC30A1, AKAP6, HEPH, NEDD4L, CDH23, GPR157, SLC24A4, SLC39A12, ATP13A5"
"160" "GO:0051240" "positive regulation of multicellular org..." 669 44 1.68970814132104 "0.00038" 0.0139771428571429 "ABAT, PARP1, RHOH, BCL2, BCL6, EGFR, ACSL1, GRID2, HES1, ID2, CCN1, IL1RAP, KDR, LEPR, MME, SERPINE2, PLAG1, PRKD1, PRLR, RGS2, RYR2, SOX5, SOX11, TACR3, THBS1, TPM1, TWIST1, HMGA2, SEMA5A, CD83, NTN1, AKAP6, RIMS2, TOX, DDAH1, FLRT2, ANGPTL4, LEF1, ATP8A2, SULF2, SHTN1, SMOC2, ADGRV1, SLC39A12"
"161" "GO:0071495" "cellular response to endogenous stimulus" 750 48 1.64439876670092 "0.00038" 0.0139771428571429 "ACTN2, ADCY8, PARP1, CPS1, DUSP1, EGFR, ACSL1, GNAL, NR3C1, NR4A1, HPGD, HES1, ID1, IGFBP2, CCN1, LEPR, MT3, PCSK6, PDE3A, PDE8A, PDK4, ENPP1, PRLR, RARRES2, RPE65, RYR2, SFRP1, SOX5, SOX11, THBS1, CLDN5, HMGA2, PIK3R3, IRS2, AKAP6, SORBS1, RAB31, FLRT2, SOSTDC1, DKK3, LEF1, GNG2, LANCL2, SULF2, SMOC2, SPRY4, BRIP1, WFIKKN2"
"162" "GO:0061061" "muscle structure development" 343 27 2.02247191011236 "0.00038" 0.0139771428571429 "ACTN2, ADARB1, ATF3, BCL2, ELN, HLF, NR4A1, HES1, ID2, ID3, MYLK, PGM5, RGS2, RYR2, SOX11, SVIL, TPM1, TWIST1, BTG2, PDLIM4, AKAP6, SOSTDC1, LEF1, STRA6, WNT5B, WFIKKN2, RANBP3L"
"163" "GO:0009719" "response to endogenous stimulus" 876 54 1.58357771260997 "0.00040" 0.0146029850746269 "ABCA2, ACTN2, ADCY8, PARP1, BCL2, CPS1, DUSP1, EGFR, ACSL1, GNAL, GNRH1, NR3C1, NR4A1, HPGD, HES1, ID1, IGFBP2, CCN1, LEPR, MT3, PCSK6, PDE3A, PDE8A, PDK4, ENPP1, PRLR, RARRES2, RPE65, RYR2, SFRP1, SOX5, SOX11, THBS1, CLDN5, TYMS, BTG2, HMGA2, PIK3R3, IRS2, AKAP6, SORBS1, RAB31, FLRT2, SOSTDC1, DKK3, LEF1, GNG2, LANCL2, SULF2, SMOC2, SPRY4, BRIP1, SLC24A4, WFIKKN2"
"164" "GO:0000902" "cell morphogenesis" 651 43 1.69692186266772 "0.00041" 0.0147479411764706 "ADARB1, RHOH, BCL2, BCL6, CLDN3, EGFR, EPHA7, EPS8, FBLN1, FAT1, FGF13, HES1, ID1, ANOS1, KDR, LAMA3, MT3, ENPP2, TPM1, VLDLR, SEMA3B, PPFIA2, GAS7, KALRN, SEMA5A, NRXN3, NTN1, RIMS2, NES, PALLD, NEDD4L, FLRT2, ATRNL1, SH3KBP1, LEF1, TAOK3, ATP8A2, SHTN1, CPNE5, ARHGEF28, DOCK5, SPRY4, UNC5B"
"165" "GO:0006812" "cation transport" 572 39 1.75202156334232 "0.00041" 0.0147479411764706 "ABAT, ACTN2, BCL2, CACNA1D, CACNA1E, CACNB2, CNGB1, FGF13, GEM, KCNN2, KCNQ3, KCNS3, MT3, MYLK, SERPINE2, PRKD1, PTPN3, RGS2, RYR2, SCN3A, SLC6A1, TWIST1, SLC30A1, AKAP6, HEPH, SLC12A6, GPD1L, NEDD4L, KCNMB4, KCNIP1, CDH23, AHNAK, SLC24A4, CNIH3, SLC38A11, SLC39A12, SLC29A4, SLC17A8, ATP13A5"
"166" "GO:0001655" "urogenital system development" 190 18 2.43243243243243 "0.00043" 0.0151583098591549 "BCL2, EMX2, EPHA7, HPGD, HES1, ID3, MME, PBX1, PLAG1, SFRP1, SOX11, ALDH1A2, KIF26B, SULF2, STRA6, GREB1L, FREM2, FMN1"
"167" "GO:0072001" "renal system development" 174 17 2.51107828655835 "0.00043" 0.0151583098591549 "BCL2, EMX2, EPHA7, HPGD, HES1, ID3, MME, PBX1, SFRP1, SOX11, ALDH1A2, KIF26B, SULF2, STRA6, GREB1L, FREM2, FMN1"
"168" "GO:0002040" "sprouting angiogenesis" 72 10 3.57142857142857 "0.00044" 0.0151583098591549 "GLUL, NR4A1, KDR, THBS1, PIK3R3, SEMA5A, LEF1, ADAMTS9, STARD13, SLC39A12"
"169" "GO:0045766" "positive regulation of angiogenesis" 72 10 3.57142857142857 "0.00044" 0.0151583098591549 "KDR, PRKD1, THBS1, TWIST1, HMGA2, SEMA5A, DDAH1, ANGPTL4, SMOC2, SLC39A12"
"170" "GO:1904018" "positive regulation of vasculature devel..." 72 10 3.57142857142857 "0.00044" 0.0151583098591549 "KDR, PRKD1, THBS1, TWIST1, HMGA2, SEMA5A, DDAH1, ANGPTL4, SMOC2, SLC39A12"
"171" "GO:0001654" "eye development" 207 19 2.35732009925558 "0.00044" 0.0151583098591549 "BCL2, COL8A2, DCX, FAT1, MEIS1, PBX1, RPE65, SIX3, SOX11, TWIST1, ALDH1A2, NES, ATP8A2, TENM3, STRA6, WNT5B, OLFM3, SLC17A8, FREM2"
"172" "GO:0007600" "sensory perception" 208 19 2.34567901234568 "0.00047" 0.0159669444444444 "ABCA4, CACNA1D, CACNB2, CNGB1, GNAL, MME, ROR1, ATP8B1, SERPINE2, RPE65, ATXN7, SIX3, LEF1, ATP8A2, CDH23, ADGRV1, NAV2, SLC24A4, SLC17A8"
"173" "GO:0150063" "visual system development" 208 19 2.34567901234568 "0.00047" 0.0159669444444444 "BCL2, COL8A2, DCX, FAT1, MEIS1, PBX1, RPE65, SIX3, SOX11, TWIST1, ALDH1A2, NES, ATP8A2, TENM3, STRA6, WNT5B, OLFM3, SLC17A8, FREM2"
"174" "GO:0006721" "terpenoid metabolic process" 37 7 4.86111111111111 "0.00048" 0.0159805333333333 "ABCA4, EGFR, HMGCS2, RARRES2, RBP1, RPE65, ALDH1A2"
"175" "GO:0055082" "cellular chemical homeostasis" 404 30 1.90839694656489 "0.00049" 0.0159805333333333 "ABCA2, ADCY8, BCL2, CACNB2, CNGB1, DMXL1, LPAR4, MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, NME1, ENPP1, PRKD1, RYR2, SLC30A1, IRS2, AKAP6, HEPH, NEDD4L, CDH23, GPR157, HKDC1, SLC24A4, SLC39A12, ATP13A5"
"176" "GO:0050906" "detection of stimulus involved in sensor..." 27 6 5.71428571428571 "0.00049" 0.0159805333333333 "CNGB1, SERPINE2, RPE65, ATP8A2, ADGRV1, SLC24A4"
"177" "GO:0086002" "cardiac muscle cell action potential inv..." 27 6 5.71428571428571 "0.00049" 0.0159805333333333 "CACNA1D, CACNB2, KCNN2, RYR2, GPD1L, NEDD4L"
"178" "GO:0007268" "chemical synaptic transmission" 367 28 1.96078431372549 "0.00049" 0.0159805333333333 "ABAT, ADARB1, ADCY8, AMPH, CACNA1E, CACNB2, EGFR, GABRA3, GABRG3, GLUL, GRID2, GRIK1, NR4A1, KCNQ3, MME, SERPINE2, SLC6A1, SLC30A1, PPFIA2, PDLIM4, DGKI, DLGAP1, RIMS2, SLC12A6, ERC2, KCNMB4, CNIH3, SLC17A8"
"179" "GO:0098916" "anterograde trans-synaptic signaling" 367 28 1.96078431372549 "0.00049" 0.0159805333333333 "ABAT, ADARB1, ADCY8, AMPH, CACNA1E, CACNB2, EGFR, GABRA3, GABRG3, GLUL, GRID2, GRIK1, NR4A1, KCNQ3, MME, SERPINE2, SLC6A1, SLC30A1, PPFIA2, PDLIM4, DGKI, DLGAP1, RIMS2, SLC12A6, ERC2, KCNMB4, CNIH3, SLC17A8"
"180" "GO:0048880" "sensory system development" 209 19 2.3370233702337 "0.00050" 0.0161986754966887 "BCL2, COL8A2, DCX, FAT1, MEIS1, PBX1, RPE65, SIX3, SOX11, TWIST1, ALDH1A2, NES, ATP8A2, TENM3, STRA6, WNT5B, OLFM3, SLC17A8, FREM2"
"181" "GO:0071248" "cellular response to metal ion" 115 13 2.90178571428571 "0.00051" 0.0164139473684211 "ADCY8, PARP1, EGFR, MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, CPNE5, ADGRV1"
"182" "GO:1901879" "regulation of protein depolymerization" 61 9 3.79746835443038 "0.00054" 0.0172658823529412 "ACTN2, ADD2, EPS8, FGF13, GSN, ATXN7, SVIL, SEMA5A, NES"
"183" "GO:0031175" "neuron projection development" 642 42 1.68067226890756 "0.00058" 0.0183055483870968 "ADARB1, RHOH, BCL2, EGFR, EPHA7, FGF13, GRID2, HES1, ID1, ANOS1, LAMA3, MT3, NME1, ROR1, PRKD1, RGS2, SFRP1, ITSN1, VLDLR, BTG2, SEMA3B, NCK2, PPFIA2, GAS7, KALRN, SEMA5A, NRXN3, NTN1, RIMS2, TOX, PALLD, NEDD4L, FLRT2, TAOK3, ATP8A2, TENM3, SHTN1, CPNE5, CDH23, ADGRV1, UNC5B, SLC39A12"
"184" "GO:0050673" "epithelial cell proliferation" 195 18 2.37154150197628 "0.00058" 0.0183055483870968 "COL8A2, EGFR, GLUL, NR4A1, HES1, ID1, ID2, KDR, NME1, PRKD1, SFRP1, SOX11, THBS1, TWIST1, ALDH1A2, SEMA5A, SULF2, ATOH8"
"185" "GO:0032891" "negative regulation of organic acid tran..." 11 4 9.30232558139535 "0.00060" 0.0186955414012739 "ABAT, RGS2, THBS1, IRS2"
"186" "GO:0097305" "response to alcohol" 132 14 2.72373540856031 "0.00060" 0.0186955414012739 "ABAT, ABCA2, ADCY8, PARP1, CLDN3, EPS8, GNRH1, HPGD, RGS2, SFRP1, CLDN5, TYMS, GNG2, LANCL2"
"187" "GO:0048593" "camera-type eye morphogenesis" 75 10 3.42465753424658 "0.00061" 0.018886835443038 "COL8A2, FAT1, MEIS1, RPE65, SIX3, SOX11, TWIST1, ATP8A2, TENM3, STRA6"
"188" "GO:0040007" "growth" 566 38 1.72492056286882 "0.00066" 0.0203064150943396 "ADARB1, BCL2, BCL6, EGFR, EPHA7, FGF13, IGFBP2, LEPR, MEIS1, MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, MUSK, ENPP1, SERPINE2, PLAG1, RGS2, SFRP1, TYMS, SEMA3B, HMGA2, SEMA5A, NTN1, AKAP6, RIMS2, NEDD4L, ATP8A2, KIF26B, SHTN1, CPNE5, STRA6, RSPO2, FMN1"
"189" "GO:0051272" "positive regulation of cellular componen..." 302 24 2.04255319148936 "0.00070" 0.0214025 "BCL2, BCL6, CLDN3, EGFR, CCN1, KDR, MYLK, ENPP2, PRKD1, RARRES2, TACR3, THBS1, TWIST1, SEMA3B, PIK3R3, IRS2, SEMA5A, NTN1, LEF1, SHTN1, SMOC2, DOCK5, WNT5B, ATOH8"
"191" "GO:0032890" "regulation of organic acid transport" 29 6 5.30973451327434 "0.00074" 0.0224849689440994 "ABAT, ACSL1, RGS2, SLC6A1, THBS1, IRS2"
"192" "GO:0010469" "regulation of signaling receptor activit..." 77 10 3.33333333333333 "0.00075" 0.0226481481481481 "BICD1, LY6H, NCK2, DLGAP1, DKK3, ZFYVE28, LYPD1, SLC24A4, WFIKKN2, CNIH3"
"193" "GO:0048546" "digestive tract morphogenesis" 20 5 6.41025641025641 "0.00083" 0.0247582926829268 "BCL2, ID2, SFRP1, SOX11, STRA6"
"194" "GO:0007517" "muscle organ development" 168 16 2.44648318042813 "0.00083" 0.0247582926829268 "ADARB1, ATF3, BCL2, ELN, HLF, NR4A1, ID3, MYLK, RYR2, SOX11, SVIL, TPM1, TWIST1, BTG2, LEF1, STRA6"
"195" "GO:0050679" "positive regulation of epithelial cell p..." 92 11 3.07262569832402 "0.00085" 0.0252012121212121 "EGFR, GLUL, NR4A1, ID1, KDR, NME1, PRKD1, SFRP1, SOX11, TWIST1, SEMA5A"
"196" "GO:0060675" "ureteric bud morphogenesis" 30 6 5.12820512820513 "0.00090" 0.0261865882352941 "BCL2, HES1, PBX1, KIF26B, GREB1L, FMN1"
"197" "GO:0072171" "mesonephric tubule morphogenesis" 30 6 5.12820512820513 "0.00090" 0.0261865882352941 "BCL2, HES1, PBX1, KIF26B, GREB1L, FMN1"
"198" "GO:0032946" "positive regulation of mononuclear cell ..." 41 7 4.375 "0.00091" 0.0261865882352941 "BCL2, BCL6, HES1, IGFBP2, NCK2, IRS2, VAV3"
