logFC	logCPM	LR	PValue	FDR
DNAJB4	1.48341971333387	3.53201127575007	15.1279362535566	0.000100465548287598	0.0108263980601398
STRIP2	1.99844662395415	3.97856040913245	15.0774424746903	0.00010318904391037	0.0110294826039808
MYRIP	2.62905847712983	5.87535363109198	15.054103484057	0.000104472875964343	0.0110766524218002
SGK1	1.82447008403522	4.57240820168745	14.9271634330845	0.000111742427821244	0.0117099714310985
SPRYD4	-2.52958878953381	2.49546659807903	14.9189895336886	0.000112227610886013	0.0117099714310985
AC007614.1	2.90873421861096	6.0618545362865	14.8274081309257	0.000117810829500555	0.0121957399641244
EMX2	-5.13844790242079	3.42791151446789	14.5218248769172	0.000138545138012047	0.0142023409734736
XRCC3	-3.55112815070587	2.00707292780587	14.5108428102546	0.000139355136957335	0.0142023409734736
LRATD2	1.4059759165824	3.93008298898387	14.4522499273042	0.000143758023788692	0.0143775069210611
HSPH1	1.82468784694339	7.17088932629552	14.4473020069806	0.000144136181839323	0.0143775069210611
CP	2.80676965649415	4.40397898476588	14.444449137505	0.000144354675103071	0.0143775069210611
LRP1B	1.88238498920453	9.89319466631871	14.4293172211586	0.000145519174104222	0.0143845156537459
MGAT4A	1.10019475006242	5.05459365993825	14.3760140274816	0.000149697069661381	0.0146870699614789
CAPN3	1.5650039882083	2.93018396767747	14.3431494676332	0.000152332970516108	0.0148349745435205
TRAF3IP2	-1.73015282474408	4.10669301740135	14.3232170214738	0.000153954370699033	0.0148826331733837
CALML4	1.27866984121834	3.88158394950026	14.3012028298117	0.000155765315003631	0.0149477853748375
HDAC1	-1.63620713939987	3.60505859493096	14.1680159866584	0.000167188446138952	0.0159277282709334
KCNK1	2.496217859238	4.47209574444817	14.1402583133465	0.000169673430308021	0.0160481768939536
SEMA6D	1.62513127670847	9.52310292558206	14.1099296318776	0.000172431133688165	0.0161925151042736
LIPI	-3.65164489873397	2.96480937126411	14.0393509688399	0.00017902471870924	0.0166924679210665
WDR49	1.55687376243937	3.8308714647595	14.0180613733072	0.000181063056713052	0.0167636338493415
AC099508.2	-1.70332013640697	3.76135661415838	13.9739511373536	0.000185361027258327	0.0170415484291274
OPA1.AS1	-2.85915893405742	2.75756178524986	13.923859618694	0.000190366568418917	0.0171951772709967
TPCN1	1.46671490755782	4.15649012136377	13.9186224163403	0.000190897711477633	0.0171951772709967
SLC24A3	1.38389375255673	6.76462539749332	13.9180505555343	0.000190955798400055	0.0171951772709967
NRIP1	1.38153327811264	8.20812163474489	13.8574326413827	0.000197215155729466	0.0176380112406482
ANO4	2.14345686980024	6.68340443143887	13.8300042750319	0.000200114917425511	0.0177233351836713
AL353593.1	-2.8232776870295	2.25489549448567	13.8169746290732	0.000201507439648386	0.0177233351836713
ELOVL7	1.79821661580786	2.82951199783509	13.8104031610224	0.000202213453833627	0.0177233351836713
NEFL	1.88458152380069	4.23341732429893	13.74533697493	0.00020933985289208	0.0182264307680276
OPTN	1.06780534109242	5.18237642201082	13.6600764414931	0.000219062581995738	0.0188696196728278
IER5L	-2.00053624459406	3.68316786465021	13.6554946815399	0.000219597764504651	0.0188696196728278
UBXN8	-1.72321814391843	3.33215809529865	13.6385282398331	0.000221591064588997	0.018917257962023
SLC9A9	3.02504542315991	6.64097189835312	13.6183539825077	0.000223984977165307	0.0189982612567244
SH3GL2	2.63385504032869	8.29568458490423	13.566047437268	0.000230313855248528	0.0192890826184837
PPP1R16B	1.65330794227401	3.6596254816667	13.5649914013922	0.000230443470293946	0.0192890826184837
AC009365.4	-2.83766345058375	2.22448878490195	13.537010080137	0.000233904730892804	0.0192890826184837
ENPP2	2.24146063675601	4.78617821829775	13.5355681407257	0.000234084510093477	0.0192890826184837
GRIA2	1.65411853384556	8.75370663800433	13.5302432571549	0.000234749617323906	0.0192890826184837
AC009899.1	1.98669967909815	4.97884866724711	13.5013320725458	0.000238394165326852	0.0194668825562244
GJA1	1.57755561690348	4.43167761485726	13.4814999724465	0.000240927125206874	0.0194724363601371
HMGB3	-1.78256786422306	4.50638941736738	13.4776308671399	0.000241424441066582	0.0194724363601371
SPTBN4	1.48009143077163	5.16891949584107	13.4334571201876	0.000247176187167441	0.0197915333285839
CPLX1	1.18770356893446	3.88945800599067	13.3895965906441	0.00025302380412646	0.0197915333285839
AC107223.1	2.07664206496567	3.18397599622029	13.3859255109339	0.000253519522025628	0.0197915333285839
EXPH5	2.35793923848341	3.12989621770461	13.3704927799179	0.000255614183831227	0.0197915333285839
ATG4C	1.27601080871082	5.44095251633633	13.3598591147489	0.000257067617517679	0.0197915333285839
CTNNAL1	1.16769022684418	5.41261865142045	13.3573867937202	0.000257406731734635	0.0197915333285839
CYP2U1	1.50844502645146	2.72288153159218	13.3569448196441	0.000257467402294573	0.0197915333285839
TRAFD1	-1.42071942300496	4.45623551539229	13.3399683373943	0.00025980873562198	0.0197915333285839
NACC1	-1.47238182073071	3.65243669988003	13.320375537254	0.000262537591928159	0.0197915333285839
LINC02641	1.27377411878209	3.45008724359175	13.3180496780809	0.000262863446609546	0.0197915333285839
AC068888.1	-1.52732080102209	4.67698096207384	13.3107097466925	0.000263894452298854	0.0197915333285839
CHM	0.841937976661635	6.93668626146236	13.308255931907	0.000264240036443777	0.0197915333285839
CEACAM1	-2.94385282728266	3.18367109806522	13.2949746765493	0.000266118439858199	0.0197915333285839
AP001831.1	1.6307369850437	4.30200257168891	13.2880299395239	0.000267106005644924	0.0197915333285839
NFKBIB	-2.37216358170546	2.69043363869187	13.2820331954437	0.000267961735185816	0.0197915333285839
ABAT	-1.20870503027929	6.50445753491801	13.2459083400457	0.000273175502479923	0.0199566622624049
UBALD1	-1.62227333295223	3.85821616084052	13.2399791563589	0.000274040956884414	0.0199566622624049
CLU	0.960153080287939	6.74243623704518	13.2351264448049	0.00027475134019132	0.0199566622624049
TET2	-1.12961779918445	8.02583531856767	13.2117437803462	0.000278200412970331	0.0200961584028623
CYBRD1	1.74433964322372	2.56129638386334	13.1728130999795	0.000284040015712605	0.0203155418082419
ADCYAP1	1.97140856482263	4.04213052311275	13.1709144007844	0.000284327960197499	0.0203155418082419
SMIM18	-2.62974032484008	2.55349784399047	13.0257283616587	0.000307240558167381	0.0217967375354758
TTYH1	-1.89720109182895	4.19229807382013	13.0188324666976	0.000308374015486308	0.0217967375354758
UPP2	2.1360724589045	4.95231526917152	12.9661440553405	0.000317174584223204	0.0222988997795853
AC044798.3	2.38991482269721	3.97576910047437	12.9310535410243	0.00032317584417798	0.0225999618266377
ADNP.AS1	-2.78670468250681	2.16387077772992	12.9057652491253	0.000327571578898551	0.0227861563374563
AC096570.1	3.20023228535726	9.62169154520803	12.8938666401516	0.000329660662459159	0.0228107827860556
AC096741.1	-3.01803494631336	2.38847128412332	12.8738482079248	0.000333205735662	0.0229353707159597
SPNS2	1.37961408406294	3.87605784890713	12.8524776429982	0.00033703269871136	0.0230779629685325
ST6GAL2	1.30164486481259	7.06193962657314	12.8084438518019	0.000345058458659724	0.0235050961450745
VAMP2	-1.29722762446554	5.23204733732216	12.7148382740078	0.000362765661590505	0.0245839183140741
KLF6	-1.72243629087052	4.66045488722821	12.6336456375639	0.000378865596716146	0.0255433128206522
MARCKSL1	-1.68911090037055	6.86559856758243	12.613993351267	0.000382869672084566	0.0256815692800805
ARX	-8.75747465145531	3.6258687941693	12.5782600494784	0.000390259891725057	0.0260443999822808
CNEP1R1	-1.55525327334346	3.72942714316997	12.5672014589694	0.000392576016180569	0.0260666509329593
SVEP1	2.06060748073006	3.63885320985918	12.4994775262127	0.00040706584314255	0.0266859082835545
ENDOG	-1.93869306512591	3.04984966487165	12.4907638369311	0.000408968941925561	0.0266859082835545
TMEFF2	1.47373892065465	7.59071666869485	12.4889841432345	0.000409358735467749	0.0266859082835545
TRAF4	-1.16287368945393	4.5167045140075	12.4859617759924	0.000410021561822318	0.0266859082835545
C11orf24	-2.11168935279106	2.46795865224476	12.4739933822268	0.00041265696520114	0.0267251286773369
DRD2	2.2461174071134	2.94411631438015	12.3944439422271	0.000430613207367879	0.0277513325356152
ATL3	1.45842863899626	3.37983932983217	12.3541127638541	0.000440016053413855	0.028218980752351
SYN3	1.78477021700768	7.10702029235987	12.3210411116303	0.000447880824322334	0.028583928142552
PRICKLE2	1.95004036403425	6.76324172589103	12.2834118004858	0.000457002140639182	0.0290000535707536
NAALAD2	-1.52825833149255	4.78615274848926	12.2760325037968	0.000458812743798337	0.0290000535707536
LINC02259	-2.82792603091808	2.71747285237119	12.2532015635421	0.000464460577582759	0.0291076199314617
FOXP4	-3.36655590276148	3.85902403326451	12.2360021066975	0.000468761608286447	0.0291076199314617
HSF5	-2.56087892897164	2.49165895265486	12.2310456632094	0.000470008499631312	0.0291076199314617
VWA5A	1.63735781641986	4.0691376480874	12.2095892324728	0.00047544501411044	0.0291076199314617
KCNMB2.AS1	-1.39740336755284	6.07460694101097	12.2093403378371	0.000475508448636255	0.0291076199314617
STXBP5L	1.43280991705501	8.91582790736986	12.204248989644	0.00047680793103693	0.0291076199314617
ADORA2A.AS1	-2.48847225890229	2.41379003517947	12.2034206170346	0.000477019698182681	0.0291076199314617
SYT4	1.90289971364819	6.38968890783474	12.1791095060156	0.000483277100519882	0.0291076199314617
FIGN	-1.36944953515413	6.64197366714042	12.176276801071	0.000484011574587596	0.0291076199314617
SLC35F4	2.28703361781745	6.05214599645679	12.1759720865445	0.000484090649160946	0.0291076199314617
SCD	-1.36694191868554	5.32492568249053	12.1696604851097	0.000485731468781674	0.0291076199314617
SV2B	2.97000581498884	6.44471156097576	12.1637988526371	0.000487260337258218	0.0291076199314617
VPS18	-2.58914413515586	2.52900041278988	12.1560201811717	0.000489296722054691	0.0291076199314617
TWF1	1.20517754608348	4.56172206916897	12.1185199070888	0.000499235130408876	0.0295650642319166
COL4A1	-1.74017588434198	4.11468196932158	12.095335688083	0.000505481137539506	0.029764991057277
LINC00621	-2.40498044991128	3.45644925645863	12.0892300732407	0.000507139118949574	0.029764991057277
NUBPL	-1.06071371241898	6.71264730671875	12.0803521536912	0.000509559719190306	0.0297741405697553
MIR124.2HG	-1.7165160301091	6.28931412814385	12.0691988598583	0.000512617245186204	0.0298202607188629
NDUFB5	0.925111419634254	4.942637216227	12.010318614801	0.00052906812026918	0.0305468120814942
FGF12	1.02105863329834	6.38559890766795	12.0077860374018	0.000529787545855721	0.0305468120814942
BLOC1S4	-2.03812300652926	2.66867218093343	11.9997485944743	0.000532077277452055	0.0305468120814942
SGCD	1.44864525009463	7.69127352906369	11.9730369986325	0.00053975897771557	0.0308530925218548
AC005487.1	2.36367765229524	3.12761426907132	11.9639104501406	0.000542409165489786	0.0308703606004079
HEBP1	1.41754815236104	2.4563184355005	11.9438819325004	0.000548271231613552	0.0309680387326068
AL158840.1	-2.73527634073521	2.99352730219885	11.9419621734545	0.000548836466471239	0.0309680387326068
ABRAXAS1	1.18958411579744	3.79037603780209	11.92272125113	0.000554534172275379	0.0311558152260872
PLEKHA1	0.868222419559847	5.98732412703125	11.8319670528256	0.000582224553434706	0.0325361662985872
TBC1D9	0.976338624745559	7.50507625585504	11.819149461014	0.000586246341800783	0.0325361662985872
IDNK	-2.26487494702311	2.87404375918804	11.8107166266801	0.000588907607721327	0.0325361662985872
LGALS1	1.17044403964884	3.73726072309653	11.8104186423769	0.000589001869556839	0.0325361662985872
PRELID1	-1.21057496043177	4.41844848933982	11.7825416548995	0.000597887960537523	0.0328888410760955
DACT3.AS1	-2.34340448421164	2.6747464141528	11.7637238088061	0.000603962768822382	0.0330300670428815
PPARGC1A	1.63330693794313	5.04387468150911	11.7590535925852	0.000605480045435038	0.0330300670428815
UBALD2	-1.41539339229935	3.91534887336981	11.7301845464112	0.000614944942621138	0.0334077733910748
AC127035.1	-1.67280483259847	3.62220251815333	11.7015708624284	0.00062447356959768	0.0336777332194063
AL049869.3	-2.19584125981965	2.52329812423168	11.698595164485	0.000625473025740528	0.0336777332194063
AC037450.1	-2.817906250974	2.72930833516402	11.6922812715577	0.000627599044554236	0.0336777332194063
DUSP5	1.38210561622694	2.93854091104224	11.6837863120175	0.000630470993734887	0.0336881092287458
SRGAP2.AS1	-3.51167783430702	1.99865452196023	11.6765813002244	0.000632917241918324	0.0336881092287458
SYN2	2.19189905040524	5.83487630607778	11.654066443217	0.000640623449473262	0.0339607922992942
ADARB1	1.26512970716122	6.74230067655272	11.5351909605355	0.000682910625578975	0.036057132507979
WIF1	2.59002109097752	3.49195203011196	11.4997079650833	0.000696071253890318	0.036552546872081
RIPOR3	-1.93845586687184	3.20098172523708	11.4949530590174	0.000697854207415557	0.036552546872081
SPARCL1	2.13304521600271	5.78764977361705	11.4661017347574	0.000708771992889456	0.0369770848830067
RALYL	1.64491135273596	9.66303942326204	11.448396551168	0.000715557182360199	0.0370063528272466
HIVEP3	1.32645147067019	7.08885133029179	11.4365537889322	0.000720132296504253	0.0370063528272466
AC012459.1	-2.67315261394088	2.95456280496596	11.4357469271262	0.000720445077819569	0.0370063528272466
PPM1G	-1.18619757614752	5.26577040180876	11.4284050133076	0.000723297496907845	0.0370063528272466
DNAJB1	1.20122310864644	4.42689136249132	11.4281235782887	0.000723407064471163	0.0370063528272466
ZFR2	1.1532298233432	3.92599590498519	11.3914360601463	0.00073783468982731	0.0374992278759146
SMIM7	-1.11765341766226	5.18523433614131	11.3891419000404	0.000738746483597921	0.0374992278759146
RPP14	-1.60291950499706	3.57286942514161	11.3668713849899	0.000747657088258084	0.0378055682281886
CASP3	1.4877507898723	5.66748955485697	11.3584221087669	0.000751066055420719	0.037832434600062
MAGEL2	-2.45210259299189	2.39901194163484	11.3288877106149	0.000763105960302867	0.0382921910690908
AC010976.1	-1.59940271280027	3.44565351634769	11.3213136676371	0.000766224869551947	0.0383025032699599
PRKCA	1.13487281928686	7.88434200256544	11.238208045162	0.000801304830280936	0.0399043734988768
TSSC4	-2.04209205505586	3.11142988278165	11.2133453874591	0.00081211185977105	0.0402899419638113
MEF2C.AS2	-2.31552803311551	5.37722335254543	11.2027750797505	0.000816750959612317	0.0403677626542223
GCNT7	-2.83572340372558	2.22145403066125	11.1895182394536	0.000822607004548097	0.0405049224299394
AL135978.2	-1.78847713209722	3.24628304759931	11.159638292958	0.000835962202516105	0.0410089368525344
DIAPH2.AS1	2.91530058141506	3.99641659842701	11.1416201321955	0.000844121339699151	0.0412552537287165
CPAMD8	1.49667384282204	2.81746302152568	11.1333216528233	0.000847906154149094	0.0412867489207339
SUGCT	2.33935088444162	6.9342741244397	11.1167836321124	0.00085550013614099	0.0414563882085711
AC009102.4	-2.68658650153431	2.09497437494379	11.1120278118094	0.000857696629857104	0.0414563882085711
TMED3	1.33175256074144	5.33743730381279	11.0611467593019	0.000881556027856496	0.0424535424843566
CBLN1	1.57849943616465	4.48257724795927	10.9773562573963	0.000922319114115824	0.044254486836791
LINC01414	-3.31358357829589	7.21910432201293	10.9572008573366	0.000932405602454841	0.0442881593615113
FRZB	1.29364161854335	3.05359528577614	10.955843611711	0.000933088811473545	0.0442881593615113
MAP3K20.AS1	-1.75172844131833	2.87435130664323	10.9557678564382	0.000933126960001416	0.0442881593615113
TESK2	2.02512949585656	3.51724336114115	10.9310505319106	0.000945658586180885	0.0446897944294507
FJX1	-2.00773626847806	4.45254830200142	10.9257116324456	0.000948387666069578	0.0446897944294507
ACOT9	1.5376433711532	3.27827405956679	10.8746043727821	0.000974918525009425	0.0457759066010675
SLC39A12	2.8145862964091	3.16398295880805	10.8641433763501	0.000980440912887073	0.0458713760915528
